id_venta,fecha,id_cliente,id_producto,id_tienda,id_promocion,cantidad,precio_unitario,descuento,importe,costo_total,margen
35288,2024-12-25,4028,100,2,0,2,2506.91,0.0,5013.82,4268.36,745.46
45384,2025-12-25,1794,417,10,0,1,787.21,0.0,787.21,522.75,264.46
53836,2025-11-03,2023,342,8,0,1,4098.89,0.0,4098.89,2565.29,1533.6
49563,2024-05-13,526,402,14,0,1,3760.72,0.0,3760.72,2577.61,1183.11
23033,2025-07-21,4503,342,3,12,1,3637.99,35.0,2364.69,2565.29,-200.6
46668,2024-04-27,3039,435,15,0,1,297.06,0.0,297.06,188.77,108.29
54768,2024-08-30,3454,464,2,0,1,292.87,0.0,292.87,189.81,103.06
24105,2024-07-16,492,208,15,14,2,1753.76,10.0,3156.77,2264.76,892.01
7096,2024-02-28,1741,429,6,0,1,1798.59,0.0,1798.59,1065.24,733.35
15427,2025-06-03,4525,191,15,0,1,146.07,0.0,146.07,85.61,60.46
15675,2024-11-26,543,208,14,4,1,1792.61,15.0,1523.72,1132.38,391.34
26800,2025-01-15,3127,342,4,0,1,4017.01,0.0,4017.01,2565.29,1451.72
34343,2024-11-24,2218,342,12,4,1,3739.26,15.0,3178.37,2565.29,613.08
40282,2025-05-14,1644,426,14,0,1,328.0,0.0,328.0,242.97,85.03
53100,2024-03-30,4454,426,13,0,1,323.2,0.0,323.2,242.97,80.23
45883,2025-11-11,2040,429,3,0,1,1898.44,0.0,1898.44,1065.24,833.2
54989,2024-12-22,3643,464,1,5,1,316.03,30.0,221.22,189.81,31.41
21456,2024-12-16,2078,9,13,5,1,1348.53,30.0,943.97,1072.99,-129.02
22512,2025-09-30,3812,406,11,28,1,2545.6,10.0,2291.04,1563.05,727.99
3224,2025-05-01,827,147,4,0,1,272.64,0.0,272.64,169.94,102.7
45121,2024-11-22,2762,435,11,4,1,304.37,15.0,258.71,188.77,69.94
8458,2025-12-14,2628,272,10,11,1,80.92,35.0,52.6,59.63,-7.03
21314,2024-10-10,4778,180,7,0,1,5113.99,0.0,5113.99,3621.93,1492.06
40529,2025-12-13,4031,426,10,11,1,349.49,35.0,227.17,242.97,-15.8
15513,2024-12-25,4551,237,1,0,1,1920.17,0.0,1920.17,1529.09,391.08
1928,2025-05-02,4491,342,10,0,1,3495.34,0.0,3495.34,2565.29,930.05
48892,2025-05-17,922,435,4,0,2,313.11,0.0,626.22,377.54,248.68
37257,2025-08-07,2408,90,8,0,1,80.19,0.0,80.19,45.99,34.2
51843,2024-04-21,2800,237,13,0,1,2069.41,0.0,2069.41,1529.09,540.32
54018,2024-12-13,3830,208,2,17,1,1803.19,0.0,1803.19,1132.38,670.81
8059,2024-06-11,1194,194,5,0,1,484.38,0.0,484.38,276.51,207.87
10484,2024-09-03,1927,362,7,19,1,8189.12,15.0,6960.75,5861.79,1098.96
56707,2025-10-20,4032,362,2,9,1,7489.78,10.0,6740.8,5861.79,879.01
53401,2025-02-13,472,333,3,0,1,3841.37,0.0,3841.37,2659.84,1181.53
5691,2024-08-03,4773,342,3,0,2,3867.97,0.0,7735.94,5130.58,2605.36
43867,2025-11-20,1520,406,6,0,1,2426.51,0.0,2426.51,1563.05,863.46
1602,2025-07-19,2350,67,5,29,1,1421.07,25.0,1065.8,1077.51,-11.71
39863,2024-12-26,2385,9,12,0,1,1287.75,0.0,1287.75,1072.99,214.76
34360,2025-04-24,4243,253,14,16,1,135.76,15.0,115.4,91.34,24.06
25091,2025-11-21,4231,175,3,10,1,2024.4,10.0,1821.96,1152.85,669.11
22721,2024-03-31,70,342,13,0,1,4078.38,0.0,4078.38,2565.29,1513.09
3245,2025-12-28,2348,429,13,0,1,2007.75,0.0,2007.75,1065.24,942.51
22328,2024-10-20,1434,9,1,26,2,1325.33,25.0,1988.0,2145.98,-157.98
38265,2024-09-29,4891,426,10,0,1,359.33,0.0,359.33,242.97,116.36
34308,2025-12-25,3815,208,4,0,1,1747.46,0.0,1747.46,1132.38,615.08
59839,2024-12-08,1158,171,15,5,3,677.52,30.0,1422.79,1483.32,-60.53
3963,2025-08-08,1775,147,4,0,1,250.52,0.0,250.52,169.94,80.58
48067,2024-03-07,447,47,15,0,2,1763.9,0.0,3527.8,2371.74,1156.06
11819,2024-04-28,1175,406,3,0,2,2387.67,0.0,4775.34,3126.1,1649.24
54204,2025-12-19,3714,147,15,11,3,251.5,35.0,490.42,509.82,-19.4
10023,2024-12-22,435,237,1,5,1,2079.56,30.0,1455.69,1529.09,-73.4
40530,2025-12-14,548,429,8,11,1,1822.71,35.0,1184.76,1065.24,119.52
57516,2024-09-05,4042,153,8,19,1,1564.13,15.0,1329.51,933.08,396.43
1305,2024-06-03,3405,431,15,0,2,264.85,0.0,529.7,340.74,188.96
3020,2024-12-13,669,435,3,5,1,285.57,30.0,199.9,188.77,11.13
14547,2025-10-29,1083,342,15,0,1,3632.49,0.0,3632.49,2565.29,1067.2
34002,2024-02-04,1545,180,9,0,1,4950.74,0.0,4950.74,3621.93,1328.81
11993,2025-08-19,2557,90,2,0,1,72.19,0.0,72.19,45.99,26.2
53548,2024-12-06,447,305,11,5,1,744.64,30.0,521.25,463.78,57.47
15919,2025-12-23,2532,435,14,11,2,320.98,35.0,417.27,377.54,39.73
34751,2024-11-14,169,342,10,23,2,3878.07,20.0,6204.91,5130.58,1074.33
425,2025-03-25,1146,146,13,22,1,1792.95,25.0,1344.71,1438.93,-94.22
13188,2025-04-17,2332,491,4,0,1,1201.44,0.0,1201.44,690.44,511.0
13084,2024-09-24,4931,46,3,0,2,599.55,0.0,1199.1,732.4,466.7
45050,2024-12-21,3236,342,12,5,1,3822.59,30.0,2675.81,2565.29,110.52
4119,2025-08-15,2928,136,1,0,2,189.96,0.0,379.92,278.96,100.96
27649,2024-03-27,286,136,14,0,2,195.17,0.0,390.34,278.96,111.38
33578,2024-09-22,5,497,10,13,1,1786.88,0.0,1786.88,1399.51,387.37
24275,2024-02-22,4639,162,6,34,3,155.34,20.0,372.82,332.7,40.12
28518,2025-03-27,4747,493,8,22,2,363.7,25.0,545.55,520.86,24.69
32172,2024-06-15,2710,435,1,0,1,291.47,0.0,291.47,188.77,102.7
57302,2024-12-17,1158,342,13,17,1,3841.03,40.0,2304.62,2565.29,-260.67
47246,2024-03-13,3445,9,8,0,1,1308.46,0.0,1308.46,1072.99,235.47
56004,2025-10-26,496,460,1,21,1,376.62,10.0,338.96,223.65,115.31
19726,2024-11-18,3456,429,15,0,1,1872.0,0.0,1872.0,1065.24,806.76
11253,2024-03-26,4503,342,3,0,1,3590.2,0.0,3590.2,2565.29,1024.91
40977,2025-05-05,900,46,12,0,1,591.56,0.0,591.56,366.2,225.36
47186,2025-07-29,1181,363,6,12,2,6883.55,35.0,8948.62,9335.58,-386.96
1209,2025-10-25,774,349,12,21,2,873.78,10.0,1572.8,1131.8,441.0
23868,2024-11-30,624,194,1,0,1,434.96,0.0,434.96,276.51,158.45
51007,2024-12-20,811,208,4,5,1,1742.98,30.0,1220.09,1132.38,87.71
35896,2024-12-27,329,385,11,0,1,361.35,0.0,361.35,227.24,134.11
41032,2024-07-14,4486,185,3,14,1,3267.87,10.0,2941.08,2588.4,352.68
54706,2025-05-06,4307,426,8,0,1,356.89,0.0,356.89,242.97,113.92
59010,2024-05-14,473,418,13,0,1,255.98,0.0,255.98,152.4,103.58
40544,2025-12-18,4478,180,7,11,1,4368.36,35.0,2839.43,3621.93,-782.5
14245,2024-08-12,4469,253,5,0,1,139.34,0.0,139.34,91.34,48.0
29618,2024-05-14,1214,9,2,0,1,1442.4,0.0,1442.4,1072.99,369.41
1930,2024-04-20,3223,426,4,0,1,363.74,0.0,363.74,242.97,120.77
56218,2025-10-24,4322,342,9,21,1,3952.62,10.0,3557.36,2565.29,992.07
52537,2025-10-06,4243,253,13,0,2,141.82,0.0,283.64,182.68,100.96
59910,2024-04-17,3405,94,3,0,1,3557.88,0.0,3557.88,2630.99,926.89
51090,2024-04-20,4078,171,14,0,2,683.65,0.0,1367.3,988.88,378.42
11781,2025-02-10,4181,373,8,0,2,354.59,0.0,709.18,400.58,308.6
24402,2024-10-25,3556,314,14,26,1,3917.96,25.0,2938.47,3051.16,-112.69
25565,2024-08-28,1531,342,2,0,1,3683.71,0.0,3683.71,2565.29,1118.42
2217,2025-10-04,2744,146,4,0,1,1834.67,0.0,1834.67,1438.93,395.74
11321,2024-10-19,2228,336,8,26,2,7250.41,25.0,10875.62,11045.2,-169.58
22967,2024-12-06,4752,67,7,5,1,1511.99,30.0,1058.39,1077.51,-19.12
30119,2025-07-07,3883,236,10,0,1,695.27,0.0,695.27,523.58,171.69
16315,2025-06-12,1644,208,15,0,2,1741.94,0.0,3483.88,2264.76,1219.12
37337,2024-11-21,3117,84,2,0,1,534.01,0.0,534.01,317.74,216.27
22111,2025-01-26,3282,253,3,0,1,136.95,0.0,136.95,91.34,45.61
1848,2024-11-23,3064,435,8,4,1,314.75,15.0,267.54,188.77,78.77
882,2024-03-01,1716,25,14,0,1,569.12,0.0,569.12,438.55,130.57
15616,2024-12-31,4151,460,12,0,1,374.38,0.0,374.38,223.65,150.73
34957,2024-11-25,1649,97,5,4,1,1417.93,15.0,1205.24,947.89,257.35
49618,2024-12-29,1088,435,12,0,3,325.78,0.0,977.34,566.31,411.03
17331,2025-05-03,3210,387,14,0,1,3586.75,0.0,3586.75,1937.29,1649.46
2782,2024-08-24,950,437,9,0,1,3494.61,0.0,3494.61,2367.99,1126.62
38702,2024-06-22,4503,426,15,0,2,362.7,0.0,725.4,485.94,239.46
51813,2024-10-18,1562,486,5,3,388,195.25,20.0,60605.6,61432.04,-826.44
56754,2025-12-20,4171,147,1,11,3,285.54,35.0,556.8,509.82,46.98
18562,2024-04-15,4669,27,3,0,1,94.2,0.0,94.2,57.77,36.43
2561,2025-12-11,1598,323,2,11,1,3621.03,35.0,2353.67,2774.68,-421.01
28395,2024-06-09,4322,261,8,0,1,559.37,0.0,559.37,383.36,176.01
9552,2025-09-10,435,191,4,0,2,141.2,0.0,282.4,171.22,111.18
531,2024-12-14,2615,340,8,5,1,1722.0,30.0,1205.4,1141.58,63.82
27266,2024-08-05,4454,429,5,0,2,1924.31,0.0,3848.62,2130.48,1718.14
36009,2024-08-17,2866,27,1,0,1,91.39,0.0,91.39,57.77,33.62
5613,2024-10-15,3809,40,2,3,1,886.21,20.0,708.97,539.77,169.2
23023,2024-10-25,933,406,5,26,1,2722.32,25.0,2041.74,1563.05,478.69
48754,2024-07-17,1555,429,4,14,1,1971.63,0.0,1971.63,1065.24,906.39
33678,2024-11-27,1697,171,2,4,2,673.65,15.0,1145.2,988.88,156.32
18147,2024-08-30,2035,170,14,0,1,2959.13,0.0,2959.13,2117.37,841.76
53715,2025-07-24,184,261,11,12,1,537.65,35.0,349.47,383.36,-33.89
46678,2025-06-22,4908,208,2,0,1,1825.85,0.0,1825.85,1132.38,693.47
43282,2025-12-22,89,268,5,11,1,537.14,35.0,349.14,389.02,-39.88
49404,2025-10-29,447,201,3,0,2,2229.61,0.0,4459.22,2828.9,1630.32
54416,2024-12-27,4712,90,14,0,1,80.46,0.0,80.46,45.99,34.47
20065,2025-02-11,4248,435,14,0,1,294.79,0.0,294.79,188.77,106.02
9636,2025-11-11,2524,388,14,0,1,463.41,0.0,463.41,270.33,193.08
15063,2024-11-15,1845,466,7,23,2,539.42,20.0,863.07,755.16,107.91
30442,2024-12-26,4916,429,7,0,1,1810.43,0.0,1810.43,1065.24,745.19
38796,2025-12-18,3061,46,11,11,1,618.85,35.0,402.25,366.2,36.05
1834,2024-09-14,4331,208,15,13,1,1688.56,10.0,1519.7,1132.38,387.32
4754,2024-07-04,3327,9,7,0,1,1463.63,0.0,1463.63,1072.99,390.64
13692,2024-01-20,3750,426,5,33,1,342.78,10.0,308.5,242.97,65.53
27548,2025-05-07,433,90,15,0,2,76.37,0.0,152.74,91.98,60.76
4873,2024-12-06,2174,342,13,5,3,3685.29,30.0,7739.11,7695.87,43.24
43365,2024-08-05,1995,426,5,0,1,333.22,0.0,333.22,242.97,90.25
59961,2025-05-15,3683,46,5,0,1,612.21,0.0,612.21,366.2,246.01
1473,2024-12-25,2532,9,2,0,1,1258.5,0.0,1258.5,1072.99,185.51
41155,2025-03-15,3256,342,13,0,2,4028.42,0.0,8056.84,5130.58,2926.26
44493,2024-05-11,4578,384,11,0,1,661.9,0.0,661.9,423.05,238.85
19944,2024-04-22,2699,497,13,0,1,1627.16,0.0,1627.16,1399.51,227.65
50375,2024-04-25,766,342,15,0,1,3989.42,0.0,3989.42,2565.29,1424.13
25248,2025-01-30,1644,313,4,0,1,3440.1,0.0,3440.1,2404.8,1035.3
48394,2024-11-15,2628,82,10,23,1,654.98,0.0,654.98,454.28,200.7
18841,2025-08-26,1507,426,9,0,1,322.02,0.0,322.02,242.97,79.05
11658,2024-12-05,4752,194,4,5,2,468.17,30.0,655.44,553.02,102.42
59156,2024-11-19,1026,140,13,0,2,1196.56,0.0,2393.12,1598.02,795.1
5561,2024-02-01,2227,67,11,0,2,1318.49,0.0,2636.98,2155.02,481.96
13189,2025-01-10,2928,27,7,0,1,86.42,0.0,86.42,57.77,28.65
50726,2024-11-21,2811,9,11,0,1,1351.34,0.0,1351.34,1072.99,278.35
11447,2025-12-29,740,140,9,0,2,1230.97,0.0,2461.94,1598.02,863.92
38555,2024-08-18,447,6,4,0,2,3983.02,0.0,7966.04,6467.5,1498.54
32580,2024-12-11,447,133,15,5,3,1395.41,30.0,2930.36,2270.82,659.54
5137,2024-11-13,2614,208,11,23,1,1928.52,20.0,1542.82,1132.38,410.44
31453,2024-09-08,447,426,10,0,1,328.27,0.0,328.27,242.97,85.3
44910,2025-01-01,1226,208,12,0,1,1962.19,0.0,1962.19,1132.38,829.81
9148,2025-06-16,3850,399,10,37,1,228.23,15.0,194.0,153.91,40.09
21569,2024-04-01,4850,429,15,2,1,1991.44,20.0,1593.15,1065.24,527.91
31946,2025-01-23,759,208,4,0,2,1955.46,0.0,3910.92,2264.76,1646.16
34209,2024-09-10,4081,429,13,0,2,1861.37,0.0,3722.74,2130.48,1592.26
13715,2025-07-26,4578,9,7,12,1,1352.95,35.0,879.42,1072.99,-193.57
33975,2025-10-28,3395,426,4,0,1,328.25,0.0,328.25,242.97,85.28
49792,2025-11-21,2359,342,14,10,2,3688.51,10.0,6639.32,5130.58,1508.74
12474,2025-10-11,3456,332,15,38,2,982.58,0.0,1965.16,1426.86,538.3
55232,2025-12-09,2482,426,15,11,1,345.14,35.0,224.34,242.97,-18.63
55535,2025-12-25,1689,99,4,0,1,80.88,0.0,80.88,43.07,37.81
54001,2024-01-31,1967,214,3,0,2,727.31,0.0,1454.62,973.14,481.48
16128,2025-11-26,1027,253,14,39,2,144.58,25.0,216.87,182.68,34.19
47052,2024-10-27,697,342,11,0,1,3756.06,0.0,3756.06,2565.29,1190.77
58186,2025-02-24,2037,9,15,40,1,1349.01,20.0,1079.21,1072.99,6.22
12828,2025-09-30,1029,180,13,28,1,4936.75,10.0,4443.08,3621.93,821.15
27246,2024-12-18,1952,349,5,5,1,941.89,30.0,659.32,565.9,93.42
52710,2025-03-24,5,458,12,22,2,1362.38,25.0,2043.57,1997.32,46.25
13480,2025-03-29,1663,180,3,22,1,4795.66,25.0,3596.74,3621.93,-25.19
57236,2025-12-22,2479,153,2,11,2,1422.36,35.0,1849.07,1866.16,-17.09
44508,2025-12-20,447,14,15,11,2,3151.66,35.0,4097.16,3297.16,800.0
14725,2025-10-21,3580,228,1,9,1,3951.95,10.0,3556.76,2203.31,1353.45
31874,2024-11-30,4322,9,3,0,2,1312.32,0.0,2624.64,2145.98,478.66
43645,2024-03-18,2714,272,3,1,2,80.72,10.0,145.3,119.26,26.04
50872,2024-09-23,1935,460,7,0,1,368.37,0.0,368.37,223.65,144.72
49056,2025-11-13,4038,426,5,0,1,345.07,0.0,345.07,242.97,102.1
52392,2024-09-16,4153,291,7,13,1,101.8,10.0,91.62,83.35,8.27
16071,2024-11-10,1210,9,6,23,3,1255.72,20.0,3013.73,3218.97,-205.24
49174,2024-06-03,447,435,8,0,3,320.63,0.0,961.89,566.31,395.58
48463,2025-12-17,4503,253,6,11,1,135.08,35.0,87.8,91.34,-3.54
14911,2024-03-16,322,497,5,0,1,1705.83,0.0,1705.83,1399.51,306.32
24690,2025-09-09,3602,287,9,0,1,1519.04,0.0,1519.04,969.19,549.85
16796,2024-03-30,447,112,3,0,2,241.75,0.0,483.5,310.5,173.0
55137,2025-07-26,1836,253,5,12,3,133.79,0.0,401.37,274.02,127.35
31460,2025-02-15,3495,342,3,0,3,3724.5,0.0,11173.5,7695.87,3477.63
4241,2025-03-19,4322,46,1,7,2,565.08,25.0,847.62,732.4,115.22
31029,2025-05-26,447,1,4,25,1,5817.35,40.0,3490.41,3350.8,139.61
6467,2025-02-22,982,67,9,0,3,1333.46,0.0,4000.38,3232.53,767.85
38794,2025-12-18,3061,342,11,11,1,3507.99,35.0,2280.19,2565.29,-285.1
44295,2025-12-21,881,342,10,11,1,3613.39,35.0,2348.7,2565.29,-216.59
48032,2024-03-24,1224,489,14,1,1,4811.07,10.0,4329.96,3035.52,1294.44
24683,2025-03-15,1053,329,1,0,1,78.05,0.0,78.05,60.26,17.79
57826,2025-01-20,249,330,11,0,1,756.01,0.0,756.01,460.82,295.19
1316,2025-11-27,3327,342,13,39,1,3881.99,0.0,3881.99,2565.29,1316.7
12719,2025-12-22,739,236,10,11,2,761.24,35.0,989.61,1047.16,-57.55
55965,2024-05-05,1883,99,5,0,1,80.66,0.0,80.66,43.07,37.59
9224,2025-02-05,3006,332,9,0,1,1002.53,0.0,1002.53,713.43,289.1
46642,2025-12-21,863,393,1,11,1,534.25,35.0,347.26,281.18,66.08
39941,2024-12-30,2007,429,11,0,1,1793.25,0.0,1793.25,1065.24,728.01
10353,2024-02-26,447,153,5,34,1,1528.03,20.0,1222.42,933.08,289.34
41645,2025-10-30,2872,103,10,0,1,1573.3,0.0,1573.3,874.59,698.71
44356,2024-11-14,3738,342,15,23,1,3722.82,20.0,2978.26,2565.29,412.97
59019,2024-04-25,4746,302,11,0,2,2213.24,0.0,4426.48,2735.04,1691.44
5720,2025-04-22,447,406,8,16,1,2607.09,15.0,2216.03,1563.05,652.98
28600,2024-12-15,2867,254,11,5,2,537.13,30.0,751.98,890.1,-138.12
23369,2025-03-25,4503,11,10,22,1,1566.98,25.0,1175.24,1270.82,-95.58
13579,2025-04-23,4032,290,2,16,2,2596.02,15.0,4413.23,3444.72,968.51
14910,2024-03-16,322,261,5,0,1,514.99,0.0,514.99,383.36,131.63
1047,2024-04-19,824,9,1,0,1,1294.92,0.0,1294.92,1072.99,221.93
17969,2024-03-23,1750,370,12,1,1,3290.16,10.0,2961.14,1880.22,1080.92
59683,2024-02-20,1601,342,6,34,1,3753.59,20.0,3002.87,2565.29,437.58
15965,2025-04-01,4946,417,13,8,3,763.27,40.0,1373.89,1568.25,-194.36
41212,2025-06-10,1785,449,14,0,1,331.48,0.0,331.48,206.18,125.3
30346,2024-12-11,200,426,2,5,2,318.88,30.0,446.43,485.94,-39.51
14942,2024-10-28,4605,426,4,0,1,359.94,0.0,359.94,242.97,116.97
49953,2025-12-02,275,333,15,11,1,4376.25,35.0,2844.56,2659.84,184.72
35907,2025-03-05,368,208,14,0,1,1951.78,0.0,1951.78,1132.38,819.4
50245,2024-11-27,568,438,8,4,1,3425.37,15.0,2911.56,2118.52,793.04
32239,2024-12-20,1601,208,9,5,2,1767.7,30.0,2474.78,2264.76,210.02
1773,2025-10-26,1845,83,2,21,1,1784.5,10.0,1606.05,1245.41,360.64
41103,2024-04-14,3850,449,4,0,2,333.51,0.0,667.02,412.36,254.66
43018,2025-02-26,3329,435,2,40,1,295.78,20.0,236.62,188.77,47.85
1288,2024-07-22,2216,126,2,6,1,5534.5,35.0,3597.42,4052.59,-455.17
3949,2024-08-17,4658,208,11,0,1,1955.97,0.0,1955.97,1132.38,823.59
47337,2024-06-04,4503,439,15,0,1,2287.69,0.0,2287.69,1476.13,811.56
2622,2024-03-21,262,194,15,1,1,463.86,10.0,417.47,276.51,140.96
24537,2025-07-03,2557,224,6,36,1,1548.7,30.0,1084.09,1188.93,-104.84
48867,2024-12-12,1597,232,2,17,1,709.17,40.0,425.5,469.15,-43.65
28429,2025-10-31,1845,11,6,0,1,1574.67,0.0,1574.67,1270.82,303.85
22985,2025-04-08,3488,426,4,0,1,322.21,0.0,322.21,242.97,79.24
55626,2025-03-21,293,158,14,7,1,1229.09,25.0,921.82,886.14,35.68
23359,2024-04-16,2037,180,8,0,2,5022.43,0.0,10044.86,7243.86,2801.0
46690,2024-09-05,801,147,1,19,1,275.96,15.0,234.57,169.94,64.63
58762,2025-01-06,2850,277,12,0,1,3842.06,0.0,3842.06,2407.28,1434.78
17545,2025-10-25,225,429,11,21,3,2043.21,10.0,5516.67,3195.72,2320.95
35007,2025-01-02,2444,342,6,0,1,4001.05,0.0,4001.05,2565.29,1435.76
1206,2024-10-13,3572,417,14,0,3,772.53,0.0,2317.59,1568.25,749.34
44950,2025-02-18,3935,208,10,0,2,1957.62,0.0,3915.24,2264.76,1650.48
47609,2024-04-27,4999,222,11,0,1,3676.37,0.0,3676.37,2133.08,1543.29
24498,2024-07-05,1808,1,6,32,1,6310.71,25.0,4733.03,3350.8,1382.23
59402,2024-03-28,3538,77,15,0,1,89.14,0.0,89.14,66.75,22.39
40236,2025-04-26,3683,208,7,0,1,1890.65,0.0,1890.65,1132.38,758.27
562,2025-01-21,4820,342,15,0,1,4020.18,0.0,4020.18,2565.29,1454.89
33293,2024-12-09,4105,107,14,5,1,2089.31,0.0,2089.31,1373.08,716.23
25915,2024-11-28,3472,180,2,4,3,4653.78,15.0,11867.14,10865.79,1001.35
58671,2025-08-21,3681,240,8,0,3,198.55,0.0,595.65,377.46,218.19
37921,2025-11-25,381,171,4,10,1,711.92,10.0,640.73,494.44,146.29
41579,2025-10-21,3643,208,3,9,1,1908.81,10.0,1717.93,1132.38,585.55
29553,2025-11-30,733,145,8,0,2,4722.63,0.0,9445.26,7571.24,1874.02
55889,2024-07-30,3045,32,4,0,1,1099.4,0.0,1099.4,709.46,389.94
17247,2024-03-19,1516,81,9,1,2,1424.1,10.0,2563.38,2132.44,430.94
45546,2024-08-17,940,429,4,0,1,71811.63492677084,0.0,71811.63,1065.24,70746.39
40138,2024-11-29,2482,180,4,4,1,4972.59,15.0,4226.7,3621.93,604.77
20855,2024-05-17,1027,452,14,0,1,2215.39,0.0,2215.39,1318.52,896.87
10000,2024-03-27,4322,435,11,0,2,317.76,0.0,635.52,377.54,257.98
39302,2025-11-25,137,427,12,10,1,340.1,10.0,306.09,193.21,112.88
3826,2025-07-18,1726,9,14,29,1,1470.59,25.0,1102.94,1072.99,29.95
4959,2024-01-20,4031,46,8,33,1,555.21,0.0,555.21,366.2,189.01
54340,2024-12-10,3918,208,14,5,2,1938.35,30.0,2713.69,2264.76,448.93
24720,2025-11-23,4503,132,8,39,3,224.91,25.0,506.05,500.13,5.92
41909,2025-07-30,1525,126,10,15,1,4873.65,40.0,2924.19,4052.59,-1128.4
59453,2025-04-15,1245,9,3,0,1,1258.05,0.0,1258.05,1072.99,185.06
14583,2024-03-03,451,350,1,0,1,376.44,0.0,376.44,229.21,147.23
50786,2024-01-12,3850,201,10,0,3,2162.59,0.0,6487.77,4243.35,2244.42
8897,2025-12-26,1517,458,7,0,1,1422.58,0.0,1422.58,998.66,423.92
10012,2025-09-24,4688,153,12,0,1,1494.19,0.0,1494.19,933.08,561.11
21501,2025-08-01,4183,27,3,31,2,96.72,25.0,145.08,115.54,29.54
43064,2025-10-17,2937,426,3,9,2,316.28,10.0,569.3,485.94,83.36
15071,2024-07-06,2182,344,10,32,1,4888.0,25.0,3666.0,3652.85,13.15
50075,2025-12-28,4559,194,12,0,3,472.71,0.0,1418.13,829.53,588.6
50081,2024-10-13,3850,208,8,0,1,1942.9,0.0,1942.9,1132.38,810.52
8978,2025-03-22,3906,277,2,22,2,3942.87,25.0,5914.3,4814.56,1099.74
3055,2024-11-07,4503,342,12,0,1,4028.76,0.0,4028.76,2565.29,1463.47
11687,2024-03-17,762,9,12,0,1,1288.39,0.0,1288.39,1072.99,215.4
33633,2025-12-26,4255,171,9,0,2,661.56,0.0,1323.12,988.88,334.24
886,2025-12-01,3516,306,11,11,1,1138.1,35.0,739.76,653.53,86.23
22714,2025-04-23,2526,115,8,16,1,5289.84,15.0,4496.36,4318.36,178.0
24404,2024-08-30,4759,416,13,0,1,2414.56,0.0,2414.56,1678.13,736.43
58804,2024-10-20,702,208,2,26,2,1923.77,25.0,2885.66,2264.76,620.9
41483,2025-10-26,209,67,13,21,2,1329.19,10.0,2392.54,2155.02,237.52
750,2024-07-16,394,99,15,14,2,72.6,0.0,145.2,86.14,59.06
30894,2025-01-22,1322,208,11,0,3,1972.91,0.0,5918.73,3397.14,2521.59
2356,2024-07-19,2494,182,12,0,2,1436.75,0.0,2873.5,2314.76,558.74
36206,2024-01-13,85,67,9,0,1,1358.22,0.0,1358.22,1077.51,280.71
12345,2025-09-19,447,292,15,20,1,1825.94,35.0,1186.86,1482.02,-295.16
20408,2025-04-25,4511,208,11,0,2,1785.49,0.0,3570.98,2264.76,1306.22
55347,2025-04-25,1845,111,9,0,1,179.73,0.0,179.73,101.78,77.95
30864,2024-11-16,4513,342,15,23,1,3877.99,20.0,3102.39,2565.29,537.1
32528,2025-11-14,4155,435,11,0,2,283.73,0.0,567.46,377.54,189.92
8913,2025-12-27,3850,208,2,0,1,1852.02,0.0,1852.02,1132.38,719.64
17992,2024-03-02,3378,261,8,0,1,562.14,0.0,562.14,383.36,178.78
30569,2025-03-23,3309,101,15,7,1,665.61,25.0,499.21,397.09,102.12
57660,2025-03-02,4227,153,9,0,2,1535.58,0.0,3071.16,1866.16,1205.0
43991,2024-10-06,631,426,15,0,3,339.68,0.0,1019.04,728.91,290.13
12621,2025-12-18,2372,285,14,11,1,500.7,35.0,325.46,272.8,52.66
12518,2024-12-23,3770,420,6,5,1,605.43,30.0,423.8,364.23,59.57
6211,2024-10-10,3886,373,5,0,1,331.35,0.0,331.35,200.29,131.06
29582,2024-01-26,1947,14,2,35,1,2898.13,10.0,2608.32,1648.58,959.74
40065,2024-08-05,171,427,9,0,1,328.83,0.0,328.83,193.21,135.62
23460,2024-11-21,4081,342,6,0,1,3966.46,0.0,3966.46,2565.29,1401.17
37592,2024-12-07,3045,242,13,5,1,2819.69,30.0,1973.78,1870.39,103.39
10668,2025-10-09,923,234,13,38,2,4984.81,20.0,7975.7,7300.14,675.56
3700,2024-10-23,962,426,4,26,1,333.22,25.0,249.92,242.97,6.95
54944,2025-11-16,4243,174,13,0,1,769.44,0.0,769.44,579.52,189.92
1330,2024-01-19,4975,435,3,33,1,325.46,10.0,292.91,188.77,104.14
27121,2024-08-07,3045,373,10,0,1,340.91,0.0,340.91,200.29,140.62
14035,2024-08-10,3850,429,6,0,1,1885.03,0.0,1885.03,1065.24,819.79
54905,2024-04-15,4081,9,4,0,1,1278.39,0.0,1278.39,1072.99,205.4
18544,2025-07-10,2899,147,2,0,2,251.91,0.0,503.82,339.88,163.94
21554,2025-10-28,2728,458,7,0,2,1442.17,0.0,2884.34,1997.32,887.02
37894,2024-01-06,1692,406,3,18,1,2437.07,35.0,1584.1,1563.05,21.05
1572,2024-07-25,3461,229,5,6,1,416.41,35.0,270.67,253.86,16.81
43516,2025-02-06,985,194,9,0,1,478.45,0.0,478.45,276.51,201.94
34871,2024-03-13,2086,208,5,0,1,1785.23,0.0,1785.23,1132.38,652.85
15699,2025-10-12,702,46,9,38,1,603.74,20.0,482.99,366.2,116.79
29144,2025-10-20,447,426,5,9,1,360.13,10.0,324.12,242.97,81.15
